id,fecha_inicial,estado_encuesta,paraje,cantidad_personas
1290,2021-10-12,Completa,colonia alcira / el 20,4
1291,2021-10-13,Completa,colonia alcira / el 20,3
1292,2021-10-06,Completa,colonia alcira / el 20,3
1293,2021-10-06,Completa,colonia alcira / el 20,2
1294,2021-10-06,Completa,colonia alcira / el 20,8
1295,2021-10-06,Completa,colonia alcira / el 20,7
1296,2021-10-12,Completa,colonia alcira / el 20,3
1297,2021-10-12,Completa,colonia alcira / el 20,8
1298,2021-10-06,Completa,colonia alcira / el 20,2
1299,2021-10-06,Completa,colonia alcira / el 20,5
1300,2021-10-06,Completa,colonia alcira / el 20,2
1301,2021-10-06,Completa,colonia alcira / el 20,3
1302,2021-10-06,Completa,colonia alcira / el 20,6
1303,2021-10-06,Completa,colonia alcira / el 20,4
1304,2021-10-05,Completa,colonia alcira / el 20,4
1305,2021-10-05,Completa,colonia alcira / el 20,1
1306,2021-10-05,Completa,colonia alcira / el 20,7
1307,2021-10-06,Completa,colonia alcira / el 20,5
1308,2021-10-06,Completa,colonia alcira / el 20,2
1309,2021-10-06,Completa,colonia alcira / el 20,2
1310,2021-09-30,,colonia alcira / el 20,4
1311,2021-09-30,Completa,colonia alcira / el 20,6
1312,2021-09-30,Completa,colonia alcira / el 20,10
1313,2021-09-30,Completa,colonia alcira / el 20,3
1314,2021-09-30,Completa,colonia alcira / el 20,6
1315,2021-10-05,Completa,colonia alcira / el 20,4
1316,2021-09-29,Completa,colonia alcira / el 20,4
1317,2021-09-29,Completa,colonia alcira / el 20,4
1318,2021-09-30,Completa,colonia alcira / el 20,2
1319,2021-09-30,Completa,colonia alcira / el 20,5
1320,2021-09-30,Completa,colonia alcira / el 20,1
1321,2021-09-30,Imposibilitada,colonia alcira / el 20,0
1322,2021-09-28,Completa,colonia alcira / el 20,7
1323,2021-09-29,,colonia alcira / el 20,0
1324,2021-09-29,Completa,colonia alcira / el 20,3
1325,2021-09-29,Completa,colonia alcira / el 20,4
1326,2021-09-29,,colonia alcira / el 20,3
1327,2021-09-29,Completa,colonia alcira / el 20,2
1328,2021-09-23,Completa,,6
1329,2021-09-28,Completa,km 5,2
1330,2021-09-28,,colonia alcira / el 20,6
1331,2021-09-28,Completa,colonia alcira / el 20,6
1332,2021-09-28,Completa,km 5,6
1333,2021-09-28,,colonia alcira / el 20,4
1334,2021-09-23,Completa,juventud,2
1335,2021-09-23,Completa,juventud,3
1336,2021-09-23,Completa,juventud,1
1337,2021-09-23,Completa,juventud,5
1338,2021-09-23,Imposibilitada,juventud,0
1339,2021-09-23,Completa,juventud,6
1340,2021-09-22,Completa,juventud,5
1341,2021-09-22,Completa,juventud,3
1342,2021-09-23,Completa,juventud,4
1343,2021-09-23,Imposibilitada,juventud,0
1344,2021-09-23,Completa,juventud,1
1345,2021-09-23,Completa,juventud,3
1346,2021-09-22,Imposibilitada,juventud,0
1347,2021-09-22,Completa,juventud,1
1348,2021-09-22,Completa,juventud,4
1349,2021-09-22,Completa,juventud,4
1350,2021-09-22,Completa,juventud,2
1351,2021-09-22,Completa,juventud,1
1352,2021-09-21,Completa,juventud,4
1353,2021-09-21,Completa,juventud,5
1354,2021-09-21,Completa,juventud,6
1355,2021-09-21,Completa,juventud,2
1356,2021-09-21,Completa,juventud,1
1357,2021-09-21,Completa,juventud,4
1358,2021-09-17,Completa,vacasnioj sur,6
1359,2021-09-17,,vacasnioj sur,0
1360,2021-09-17,Completa,vacasnioj sur,3
1361,2021-09-17,Completa,vacasnioj sur,7
1362,2021-09-17,Completa,vacasnioj sur,3
1363,2021-09-17,Completa,vacasnioj sur,7
1364,2021-09-16,Completa,vacasnioj sur,2
1365,2021-09-16,Completa,vacasnioj sur,6
1366,2021-09-16,Completa,vacasnioj sur,4
1367,2021-09-16,Completa,vacasnioj sur,5
1368,2021-09-16,Completa,vacasnioj sur,4
1369,2021-09-17,Imposibilitada,vacasnioj sur,0
1370,2021-09-14,Completa,navicha,1
1371,2021-09-14,Completa,navicha,5
1372,2021-10-01,Completa,la costa,6
1373,2021-10-01,Completa,la costa,4
1374,2021-10-12,Completa,salvia paso,2
1375,2021-10-12,Imposibilitada,salvia paso,0
1376,2021-09-30,Completa,la costa,5
1377,2021-09-30,Completa,la costa,5
1378,2021-09-30,Completa,la costa,3
1379,2021-09-30,Completa,la costa,4
1380,2021-09-30,Completa,la costa,2
1381,2021-09-30,Completa,la costa,5
1382,2021-09-23,Completa,la costa,2
1383,2021-09-23,Completa,la costa,2
1384,2021-09-22,Imposibilitada,la costa,0
1385,2021-09-30,Completa,la costa,5
1386,2021-09-30,Imposibilitada,la costa,0
1387,2021-09-30,Imposibilitada,la costa,0
1388,2021-09-21,Imposibilitada,la costa,0
1389,2021-09-22,Imposibilitada,la costa,0
1390,2021-09-22,Completa,la costa,3
1391,2021-09-22,Completa,la costa,4
1392,2021-09-22,Completa,la costa,3
1393,2021-09-23,Imposibilitada,la costa,0
1394,2021-09-15,Completa,la costa,1
1395,2021-09-15,Completa,la costa,3
1396,2021-09-15,Completa,la costa,3
1397,2021-09-15,Completa,la costa,9
1398,2021-09-21,Imposibilitada,la costa,0
1399,2021-09-21,Imposibilitada,la costa,0
1400,2021-09-13,Completa,la costa,1
1401,2021-09-13,Completa,la costa,2
1402,2021-09-13,Completa,la costa,3
1403,2021-09-13,Completa,la costa,4
1404,2021-09-15,Imposibilitada,la costa,0
1405,2021-09-15,Completa,la costa,7
1406,2021-09-06,Completa,la costa,3
1407,2021-09-14,,navicha,5
1408,2021-09-14,Completa,,4
1409,2021-09-14,Completa,navicha,5
1410,2021-09-16,Completa,vacasnioj sur,5
1411,2021-09-13,Completa,navicha,7
1412,2021-09-13,,navicha,6
1413,2021-09-13,Completa,navicha,3
1414,2021-09-13,Completa,navicha,4
1415,2021-09-13,Completa,navicha,7
1416,2021-09-14,,navicha,0
1417,2021-09-09,Completa,,1
1418,2021-09-09,Completa,navicha,4
1419,2021-09-09,Completa,navicha,2
1420,2021-09-09,Completa,navicha,3
1421,2021-09-09,Completa,navicha,4
1422,2021-09-13,Completa,navicha,1
1423,2021-09-08,Completa,navicha,3
1424,2021-09-09,Imposibilitada,navicha,0
1425,2021-09-09,Imposibilitada,navicha,0
1426,2021-09-09,Imposibilitada,navicha,0
1427,2021-09-09,Completa,navicha,2
1428,2021-09-09,Completa,navicha,3
1429,2021-09-08,Imposibilitada,navicha,0
1430,2021-09-08,Completa,navicha,1
1431,2021-09-08,Completa,navicha,7
1432,2021-09-08,Completa,navicha,4
1433,2021-09-08,Completa,navicha,7
1434,2021-09-08,Completa,navicha,6
1435,2021-09-07,Completa,navicha,6
1436,2021-09-07,Completa,tronco blanco,1
1437,2021-09-08,Completa,navicha,1
1438,2021-09-08,Completa,navicha,5
1439,2021-09-08,Completa,navicha,2
1440,2021-09-08,Completa,navicha,5
1441,2021-09-06,Completa,la costa,5
1442,2021-09-06,Completa,la costa,4
1443,2021-12-07,Completa,,3
1444,2021-12-07,,acequia vieja,7
1445,2021-10-18,Completa,mistol paso,4
1446,2021-10-18,Completa,mistol paso,1
1447,2021-12-07,Imposibilitada,tres puertas,0
1448,2021-12-07,Completa,acequia vieja,6
1449,2021-10-13,Completa,lago muyoj,1
1450,2021-10-13,Completa,,1
1451,2021-10-14,Completa,lago muyoj,3
1452,2021-10-14,Completa,lago muyoj,5
1453,2021-10-12,Completa,salvia paso,1
1454,2021-10-12,Completa,salvia paso,4
1455,2021-10-12,Completa,salvia paso,2
1456,2021-10-07,Completa,,4
1457,2021-10-07,Completa,salvia paso,3
1458,2021-10-07,Completa,salvia paso,2
1459,2021-10-12,Completa,salvia paso,3
1460,2021-10-12,Imposibilitada,salvia paso,0
1461,2021-10-12,Imposibilitada,salvia paso,0
1462,2021-10-01,Completa,la costa,2
1463,2021-10-01,Completa,salvia paso,1
1464,2021-10-07,Imposibilitada,salvia paso,0
1465,2021-10-07,Imposibilitada,salvia paso,0
1466,2021-10-07,Completa,salvia paso,7
1467,2021-10-07,Completa,salvia paso,1
1468,2021-09-30,Completa,la costa,2
1469,2021-09-30,Completa,la costa,5
1470,2021-09-30,Completa,la costa,4
1471,2021-10-01,Completa,la costa,1
1472,2021-10-01,Imposibilitada,la costa,0
1473,2021-10-01,Completa,salvia paso,2
1474,2021-09-28,Completa,la costa,4
1475,2021-09-30,Completa,la costa,8
1476,2021-09-30,Completa,la costa,6
1477,2021-09-30,Completa,la costa,3
1478,2021-09-30,,la costa,1
1479,2021-09-30,Imposibilitada,la costa,0
1480,2021-09-28,Completa,la costa,1
1481,2021-09-28,Completa,la costa,4
1482,2021-09-28,Completa,la costa,2
1483,2021-09-28,Completa,la costa,3
1484,2021-09-28,Completa,la costa,1
1485,2021-09-28,Completa,la costa,6
1486,2021-09-23,Completa,la costa,4
1487,2021-09-24,Completa,la costa,5
1488,2021-09-24,Completa,la costa,2
1489,2021-09-24,Completa,la costa,3
1490,2021-09-24,,la costa,2
1491,2021-09-24,Completa,la costa,3
1492,2021-09-22,Completa,la costa,5
1493,2021-09-23,Completa,la costa,2
1494,2021-09-23,Completa,la costa,3
1495,2021-09-23,Completa,la costa,1
1496,2021-09-23,Completa,la costa,2
1497,2021-09-23,Completa,la costa,1
1498,2021-09-15,Completa,la costa,4
1499,2021-09-21,Completa,la costa,3
1500,2021-09-22,Completa,la costa,3
1501,2021-09-22,Completa,la costa,6
1502,2021-09-22,Imposibilitada,la costa,0
1503,2021-09-22,Imposibilitada,la costa,0
1504,2021-09-13,Completa,la costa,2
1505,2021-09-13,Completa,la costa,2
1506,2021-09-13,Completa,la costa,4
1507,2021-09-15,Completa,la costa,1
1508,2021-09-15,Imposibilitada,la costa,0
1509,2021-09-15,Completa,la costa,4
1510,2021-09-09,Completa,la costa,5
1511,2021-09-09,Completa,la costa,4
1512,2021-09-09,Completa,,2
1513,2021-09-09,Completa,la costa,10
1514,2021-09-13,Imposibilitada,la costa,0
1515,2021-09-13,Imposibilitada,la costa,0
1516,2022-06-21,Completa,punta pozo,3
1517,2022-06-21,Completa,punta pozo,2
1518,2022-06-21,Completa,punta pozo,2
1519,2022-06-21,Completa,punta pozo,8
1520,2022-06-23,Completa,ugulucho,2
1521,2022-06-23,De Prueba,hornillos,3
1522,2022-06-23,De Prueba,san pedro,2
1523,2022-06-23,De Prueba,hornillos,6
1524,2022-06-21,Completa,punta pozo,3
1525,2022-06-21,Completa,punta pozo,7
1526,2022-06-23,,caloj,6
1527,2022-06-23,Completa,ugulucho,7
1528,2022-06-23,De Prueba,san pedro,4
1529,2022-06-23,,suncho pozo,2
1530,2022-06-23,De Prueba,hornillos,5
1531,2022-06-23,Completa,ugulucho,3
1532,2022-06-22,Completa,,1
1533,2022-06-22,Completa,hornillos,3
1534,2022-06-22,Completa,caloj,1
1535,2022-06-23,Completa,ugulucho,4
1536,2022-06-22,Completa,caloj,4
1537,2022-06-22,Completa,ugulucho,1
1538,2022-06-22,Completa,caloj,4
1539,2022-06-22,Completa,ugulucho,7
1540,2022-06-22,Completa,hornillos,5
1541,2022-06-22,Completa,caloj,4
1542,2022-06-22,Completa,caloj,4
1543,2022-06-22,Completa,ugulucho,5
1544,2022-06-21,Completa,punta pozo,5
1545,2022-06-22,Completa,caloj,2
1546,2022-06-22,Completa,ugulucho,2
1547,2022-06-22,Completa,caloj,1
1548,2022-07-25,Completa,taco sombreana,3
1549,2022-07-25,Completa,taco sombreana,4
1550,2022-07-25,Completa,taco sombreana,7
1551,2022-07-25,Completa,taco sombreana,5
1552,2022-07-27,Completa,ashpa sumaj / paso grande,3
1553,2022-07-27,Imposibilitada,taco sombreana,0
1554,2022-08-08,Completa,san antonio de copo,5
1555,2022-08-08,Completa,san antonio de copo,5
1556,2022-08-08,Completa,san antonio de copo,5
1557,2022-08-06,Completa,,6
1558,2022-08-06,Completa,ashpa sumaj / paso grande,11
1559,2022-08-06,Completa,ashpa sumaj / paso grande,5
1560,2022-08-08,Completa,taco sombreana,4
1561,2022-08-08,Completa,san antonio de copo,7
1562,2022-08-08,,san antonio de copo,6
1563,2022-08-06,Completa,ashpa sumaj / paso grande,2
1564,2022-08-06,Completa,ashpa sumaj / paso grande,3
1565,2022-08-06,Completa,ashpa sumaj / paso grande,7
1566,2022-08-06,Completa,ashpa sumaj / paso grande,5
1567,2022-08-06,Completa,rincón de esperanza,3
1568,2022-08-06,Completa,ashpa sumaj / paso grande,4
1569,2022-07-27,Completa,ashpa sumaj / paso grande,3
1570,2022-07-27,Completa,taco sombreana,2
1571,2022-07-27,Completa,rincón de esperanza,6
1572,2022-07-27,Imposibilitada,rincón de esperanza,0
1573,2022-07-27,,rincón de esperanza,4
1574,2022-08-06,Completa,ashpa sumaj / paso grande,3
1575,2022-06-10,Completa,santa rosa,2
1576,2022-06-10,Completa,santa rosa,2
1577,2022-06-10,Completa,santa rosa,8
1578,2022-06-10,Completa,santa rosa,5
1579,2022-06-10,Completa,santa rosa,2
1580,2022-06-10,Completa,santa rosa,3
1581,2022-09-07,Completa,blanca pozo,4
1582,2022-09-07,Completa,blanca pozo,4
1583,2022-09-07,Completa,blanca pozo,4
1584,2022-09-07,Imposibilitada,blanca pozo,0
1585,2022-09-07,Completa,blanca pozo,3
1586,2022-09-07,Completa,blanca pozo,4
1587,2022-09-07,Completa,blanca pozo,2
1588,2022-09-07,Completa,blanca pozo,3
1589,2022-09-07,Completa,blanca pozo,3
1590,2022-09-07,Completa,blanca pozo,5
1591,2022-09-06,Completa,el fisco,3
1592,2022-09-06,Completa,el fisco,3
1593,2022-09-06,Completa,el fisco,3
1594,2022-09-06,Imposibilitada,el fisco,0
1595,2022-09-06,Completa,el fisco,1
1596,2022-09-07,Completa,blanca pozo,4
1597,2022-08-26,Imposibilitada,el fisco,0
1598,2022-08-26,Completa,el fisco,8
1599,2022-08-26,Imposibilitada,el fisco,0
1600,2022-08-26,Completa,el fisco,3
1601,2022-08-26,Completa,el fisco,7
1602,2022-08-12,Completa,lote 4,1
1603,2022-06-09,Completa,san josé oeste,4
1604,2022-06-09,Completa,san josé oeste,3
1605,2022-08-26,Completa,el fisco,7
1606,2022-08-26,Completa,el fisco,2
1607,2022-06-10,Completa,santa rosa,1
1608,2022-06-10,Completa,santa rosa,3
1609,2022-06-09,Completa,san josé oeste,5
1610,2022-06-09,Completa,san josé oeste,3
1611,2022-06-09,Completa,san josé oeste,5
1612,2022-06-09,Completa,san josé oeste,1
1613,2022-06-10,Completa,santa rosa,1
1614,2022-06-10,Completa,santa rosa,2
1615,2022-06-10,Completa,santa rosa,5
1616,2022-06-10,Completa,santa rosa,9
1617,2022-06-10,Completa,santa rosa,7
1618,2022-06-10,En proceso,santa rosa,0
1619,2022-07-25,Completa,,1
1620,2022-07-25,Imposibilitada,taco sombreana,0
1621,2022-07-25,Imposibilitada,taco sombreana,0
1622,2022-07-25,Completa,taco sombreana,3
1623,2022-07-25,Completa,taco sombreana,6
1624,2022-07-27,Completa,,3
1625,2023-01-19,Completa,,3
1626,2023-01-19,Completa,gramilla,4
1627,2023-01-19,Completa,gramilla,4
1628,2023-01-18,Completa,gramilla,6
1629,2023-01-18,Imposibilitada,gramilla,0
1630,2023-01-18,Completa,gramilla,2
1631,2023-01-19,Imposibilitada,gramilla,0
1632,2023-01-19,Imposibilitada,gramilla,0
1633,2023-01-19,Completa,gramilla,8
1634,2023-01-17,Imposibilitada,gramilla,0
1635,2023-01-17,Completa,gramilla,3
1636,2023-01-17,Completa,gramilla,5
1637,2023-01-17,Completa,gramilla,5
1638,2023-01-18,Imposibilitada,gramilla,0
1639,2023-01-18,Completa,gramilla,7
1640,2023-01-17,Completa,gramilla,7
1641,2023-01-17,Completa,gramilla,8
1642,2023-01-17,Completa,gramilla,6
1643,2023-01-17,Imposibilitada,,0
1644,2022-11-18,Completa,chicle,7
1645,2022-11-18,Completa,chicle,6
1646,2022-06-09,Completa,san josé oeste,3
1647,2022-06-09,,san josé oeste,11
1648,2022-06-09,Completa,san josé oeste,9
1649,2022-06-09,,san josé oeste,2
1650,2022-06-09,,san josé oeste,4
1651,2022-06-09,Completa,san josé oeste,3
1652,2022-09-06,Completa,,5
1653,2022-09-07,Completa,,3
1654,2022-09-07,Completa,blanca pozo,4
1655,2022-08-12,Completa,lote 4,2
1656,2022-09-06,,el fisco,4
1657,2022-09-06,Completa,el fisco,5
1658,2022-09-06,Completa,el fisco,6
1659,2022-09-07,Completa,blanca pozo,4
1660,2022-09-07,Completa,blanca pozo,5
1661,2022-09-06,Completa,el fisco,5
1662,2022-09-07,Completa,blanca pozo,6
1663,2022-09-07,Completa,blanca pozo,2
1664,2022-09-07,Completa,blanca pozo,4
1665,2022-09-06,Completa,el fisco,3
1666,2022-09-06,Completa,el fisco,3
1667,2022-09-06,Completa,el fisco,4
1668,2022-09-07,,,2
1669,2022-09-07,Imposibilitada,blanca pozo,0
1670,2022-09-07,Completa,blanca pozo,6
1671,2022-06-10,Completa,santa rosa,6
1672,2022-06-10,Completa,santa rosa,4
1673,2022-06-10,Completa,santa rosa,5
1674,2022-06-10,Completa,santa rosa,1
1675,2022-06-10,Completa,santa rosa,3
1676,2022-06-10,Completa,santa rosa,4
1677,2022-06-10,Completa,santa rosa,3
1678,2022-06-10,Completa,santa rosa,1
1679,2022-06-10,Completa,santa rosa,5
1680,2022-06-10,Completa,santa rosa,3
1681,2022-06-10,,santa rosa,2
1682,2022-11-18,Completa,chicle,6
1683,2022-10-21,Completa,san antonio oeste,1
1684,2022-10-21,Imposibilitada,san josé oeste,0
1685,2022-10-21,Completa,san josé oeste,1
1686,2022-10-21,,san josé oeste,3
1687,2022-10-21,Completa,san josé oeste,1
1688,2022-10-21,Completa,san josé oeste,5
1689,2022-10-18,Completa,chicle,5
1690,2022-10-18,Completa,chicle,2
1691,2022-10-18,Completa,chicle,1
1692,2022-10-21,Imposibilitada,san josé oeste,0
1693,2022-10-21,Completa,,1
1694,2022-10-13,Completa,san antonio de copo,4
1695,2022-10-13,Completa,ashpa sumaj / paso grande,8
1696,2022-10-13,Completa,san antonio de copo,2
1697,2022-10-18,Completa,,3
1698,2022-10-18,Completa,chicle,3
1699,2022-08-24,Completa,san antonio de copo,6
1700,2022-08-24,Completa,san antonio de copo,1
1701,2022-08-24,Completa,san antonio de copo,4
1702,2022-10-13,Imposibilitada,,0
1703,2022-09-05,,ashpa sumaj / paso grande,5
1704,2022-09-05,Completa,san antonio de copo,2
1705,2022-09-05,Completa,ashpa sumaj / paso grande,8
1706,2022-09-02,Completa,san antonio de copo,9
1707,2022-09-05,Completa,ashpa sumaj / paso grande,4
1708,2022-09-01,Completa,san antonio de copo,6
1709,2022-09-02,Completa,san antonio de copo,3
1710,2022-09-03,Imposibilitada,san antonio de copo,0
1711,2022-09-05,Imposibilitada,,0
1712,2022-09-05,Completa,ashpa sumaj / paso grande,3
1713,2022-09-01,Imposibilitada,ashpa sumaj / paso grande,0
1714,2022-09-05,Completa,ashpa sumaj / paso grande,4
1715,2022-09-05,Completa,,1
1716,2022-09-05,Completa,ashpa sumaj / paso grande,5
1717,2022-09-02,Completa,san antonio de copo,4
1718,2022-09-01,Completa,ashpa sumaj / paso grande,7
1719,2022-09-02,Imposibilitada,san antonio de copo,0
1720,2022-09-02,Completa,san antonio de copo,4
1721,2022-09-02,Completa,san antonio de copo,2
1722,2022-09-02,Completa,san antonio de copo,3
1723,2022-09-02,Completa,,7
1724,2022-09-01,Completa,ashpa sumaj / paso grande,1
1725,2022-08-08,Completa,san antonio de copo,1
1726,2022-09-02,Imposibilitada,san antonio de copo,0
1727,2022-09-02,Imposibilitada,san antonio de copo,0
1728,2022-09-01,Imposibilitada,san antonio de copo,0
1729,2022-08-06,Completa,ashpa sumaj / paso grande,2
1730,2022-08-06,Completa,ashpa sumaj / paso grande,3
1731,2022-08-06,Completa,ashpa sumaj / paso grande,5
1732,2022-08-08,Completa,san antonio de copo,6
1733,2022-08-08,Completa,san antonio de copo,3
1734,2022-07-28,Completa,ashpa sumaj / paso grande,4
1735,2022-07-28,Completa,ashpa sumaj / paso grande,9
1736,2022-08-06,Completa,,2
1737,2022-08-08,Completa,san antonio de copo,6
1738,2022-08-06,Completa,ashpa sumaj / paso grande,8
1739,2022-07-27,,ashpa sumaj / paso grande,1
1740,2022-07-27,Completa,ashpa sumaj / paso grande,2
1741,2022-06-10,Completa,santa rosa,6
1742,2022-06-09,,,7
1743,2022-06-09,Completa,san josé oeste,4
1744,2022-06-10,Completa,santa rosa,7
1745,2022-06-10,,santa rosa,6
1746,2022-06-10,Completa,santa rosa,9
1747,2022-06-10,Completa,santa rosa,3
1748,2022-09-27,Imposibilitada,san antonio oeste,0
1749,2022-09-27,Imposibilitada,san antonio oeste,0
1750,2022-09-27,Completa,san antonio oeste,4
1751,2022-09-27,Completa,san antonio oeste,5
1752,2022-10-08,Completa,blanca pozo,2
1753,2022-10-17,Completa,blanca pozo,1
1754,2022-12-29,Completa,blanca pozo,3
1755,2022-12-23,Completa,blanca pozo,1
1756,2022-12-29,Completa,blanca pozo,4
1757,2022-12-29,Completa,blanca pozo,3
1758,2022-12-29,Completa,,5
1759,2022-12-29,Completa,blanca pozo,4
1760,2022-12-29,Completa,blanca pozo,3
1761,2022-12-23,Completa,blanca pozo,1
1762,2022-12-23,Completa,blanca pozo,3
1763,2022-12-23,Completa,blanca pozo,5
1764,2022-12-23,Completa,blanca pozo,5
1765,2022-12-23,Completa,blanca pozo,4
1766,2022-12-23,Completa,blanca pozo,3
1767,2022-12-22,Completa,blanca pozo,6
1768,2022-12-21,Completa,blanca pozo,2
1769,2022-12-22,Completa,,5
1770,2022-12-22,Completa,blanca pozo,5
1771,2022-12-22,Completa,blanca pozo,2
1772,2022-10-22,Completa,san antonio oeste,7
1773,2022-12-21,,blanca pozo,1
1774,2022-12-23,Completa,blanca pozo,8
1775,2022-12-23,Completa,blanca pozo,4
1776,2022-07-27,Completa,ashpa sumaj / paso grande,1
1777,2022-07-28,Completa,ashpa sumaj / paso grande,1
1778,2023-02-16,Imposibilitada,manquitallo,0
1779,2022-08-06,Completa,ashpa sumaj / paso grande,2
1780,2022-08-06,Completa,ashpa sumaj / paso grande,1
1781,2022-08-06,Completa,ashpa sumaj / paso grande,4
1782,2022-08-06,Completa,ashpa sumaj / paso grande,6
1783,2022-08-06,Completa,ashpa sumaj / paso grande,4
1784,2022-08-06,Completa,ashpa sumaj / paso grande,6
1785,2023-01-19,Completa,gramilla,5
1786,2023-01-19,Completa,gramilla,6
1787,2023-01-19,Imposibilitada,gramilla,0
1788,2023-01-19,Completa,gramilla,2
1789,2023-01-18,Imposibilitada,gramilla,0
1790,2023-01-18,Completa,gramilla,7
1791,2023-01-18,Completa,gramilla,8
1792,2023-01-18,Completa,gramilla,4
1793,2023-01-19,Completa,,2
1794,2023-01-19,Completa,gramilla,6
1795,2023-01-17,Completa,gramilla,1
1796,2023-01-17,Imposibilitada,gramilla,0
1797,2023-01-17,Completa,gramilla,4
1798,2023-01-17,Completa,gramilla,1
1799,2023-01-17,Completa,gramilla,3
1800,2023-01-17,,gramilla,0
1801,2023-02-07,De Prueba,santa rosa,2
1802,2023-02-13,Completa,blanca pozo,4
1803,2023-02-13,Completa,blanca pozo,10
1804,2023-02-14,Completa,blanca pozo,3
1805,2023-02-14,Completa,,4
1806,2023-02-14,Completa,blanca pozo,3
1807,2023-04-05,Completa,santa rosa,8
1808,2023-04-06,Completa,santa rosa,4
1809,2023-04-12,Completa,santa rosa,4
1810,2023-04-12,Completa,santa rosa,1
1811,2023-04-12,Completa,santa rosa,2
1812,2023-04-12,Completa,santa rosa,7
1813,2023-03-16,Completa,blanca pozo,3
1814,2023-03-16,Completa,blanca pozo,2
1815,2023-03-16,Completa,blanca pozo,5
1816,2023-03-23,Completa,,5
1817,2023-03-23,Completa,santa rosa,6
1818,2023-04-06,Completa,santa rosa,4
1819,2023-02-23,Completa,blanca pozo,4
1820,2023-02-27,Completa,,3
1821,2023-02-27,Completa,blanca pozo,3
1822,2023-02-27,Completa,blanca pozo,2
1823,2023-02-27,,blanca pozo,1
1824,2023-02-27,Completa,blanca pozo,2
1825,2023-02-14,Completa,blanca pozo,3
1826,2023-02-23,En proceso,blanca pozo,3
1827,2023-02-23,En proceso,blanca pozo,1
1828,2023-02-23,En proceso,blanca pozo,1
1829,2023-02-23,Completa,blanca pozo,5
1830,2023-02-23,Completa,blanca pozo,5
1831,2022-07-25,Imposibilitada,taco sombreana,0
1832,2022-07-25,Completa,taco sombreana,8
1833,2022-07-25,,taco sombreana,3
1834,2022-07-25,,taco sombreana,3
1835,2022-07-25,Completa,taco sombreana,2
1836,2022-07-25,Completa,taco sombreana,4
1837,2023-01-17,,gramilla,3
1838,2023-01-17,Completa,gramilla,5
1839,2023-01-17,Completa,gramilla,1
1840,2022-10-21,Completa,san josé oeste,4
1841,2022-10-21,Completa,san josé oeste,3
1842,2022-10-21,Completa,san josé oeste,7
1843,2022-10-21,Completa,san josé oeste,6
1844,2022-10-21,Imposibilitada,san josé oeste,0
1845,2022-10-21,Completa,san josé oeste,6
1846,2022-10-21,Completa,san josé oeste,3
1847,2022-10-18,Completa,,4
1848,2022-10-18,Completa,chicle,4
1849,2022-10-18,Completa,chicle,3
1850,2022-10-18,Completa,chicle,4
1851,2022-10-21,Imposibilitada,san josé oeste,0
1852,2022-10-21,Imposibilitada,san antonio oeste,0
1853,2022-10-13,Imposibilitada,ashpa sumaj / paso grande,0
1854,2022-10-13,,ashpa sumaj / paso grande,3
1855,2022-10-13,Completa,ashpa sumaj / paso grande,5
1856,2022-10-13,Completa,chicle,7
1857,2022-10-18,Completa,chicle,2
1858,2022-10-18,Completa,chicle,7
1859,2022-10-04,Imposibilitada,ashpa sumaj / paso grande,0
1860,2022-10-04,Completa,ashpa sumaj / paso grande,6
1861,2022-10-04,Completa,ashpa sumaj / paso grande,1
1862,2022-10-04,Completa,ashpa sumaj / paso grande,1
1863,2022-10-04,Completa,ashpa sumaj / paso grande,6
1864,2022-10-13,Imposibilitada,ashpa sumaj / paso grande,0
1865,2022-09-02,Completa,taco sombreana,1
1866,2022-12-21,Completa,blanca pozo,4
1867,2022-12-22,Completa,blanca pozo,3
1868,2022-10-17,Completa,blanca pozo,2
1869,2022-10-17,,blanca pozo,6
1870,2022-10-23,Completa,san antonio oeste,3
1871,2022-10-23,Completa,san antonio oeste,3
1872,2022-10-23,Completa,san antonio oeste,4
1873,2022-10-23,Completa,san antonio oeste,5
1874,2022-03-26,Completa,el negrito,7
1875,2022-03-26,Completa,el negrito,7
1876,2022-08-04,Imposibilitada,gramilla,0
1877,2022-03-26,Completa,el negrito,4
1878,2022-03-26,Completa,el negrito,6
1879,2022-03-26,Completa,el negrito,8
1880,2022-03-26,Completa,el negrito,6
1881,2022-03-26,Completa,el negrito,8
1882,2022-07-28,Completa,ashpa sumaj / paso grande,5
1883,2022-07-27,Completa,ashpa sumaj / paso grande,1
1884,2022-07-27,Completa,ashpa sumaj / paso grande,2
1885,2022-07-27,Completa,ashpa sumaj / paso grande,3
1886,2022-07-28,Completa,ashpa sumaj / paso grande,10
1887,2022-07-28,Completa,ashpa sumaj / paso grande,2
1888,2022-07-25,Completa,taco sombreana,1
1889,2022-07-27,Completa,rincón de esperanza,6
1890,2022-07-27,Completa,rincón de esperanza,4
1891,2022-07-27,Completa,rincón de esperanza,2
1892,2022-07-27,Completa,rincón de esperanza,2
1893,2022-07-27,Completa,ashpa sumaj / paso grande,4
1894,2022-09-02,Completa,taco sombreana,6
1895,2022-09-03,Completa,taco sombreana,9
1896,2022-10-04,Completa,ashpa sumaj / paso grande,1
1897,2022-10-04,Completa,ashpa sumaj / paso grande,4
1898,2022-10-04,Completa,ashpa sumaj / paso grande,6
1899,2022-08-06,Completa,rincón de esperanza,4
